1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 4.995440272438301799e-01 6.967396036895874278e-01 7.892382672643803998e-01 8.396689815589838402e-01 8.705704691870009837e-01 8.911925609071291721e-01 9.058273644207247566e-01 9.166889271051281707e-01 9.250227610761245778e-01 9.315798404632027463e-01 9.368387038133713096e-01 9.411181276833681109e-01 9.446382359175397037e-01 9.475555459524154234e-01 9.499840297996257066e-01 9.520082778942005053e-01 9.536920039038537800e-01 9.550836939760440902e-01 9.562204454858028724e-01 9.571306217728159371e-01 9.578357093085081431e-01 9.583516211481587499e-01 9.586896029131890540e-01 9.588568417649708797e-01 9.588568417649711018e-01 9.586896029131886099e-01 9.583516211481583058e-01 9.578357093085080320e-01 9.571306217728156041e-01 9.562204454858030944e-01 9.550836939760438682e-01 9.536920039038536689e-01 9.520082778942001722e-01 9.499840297996253735e-01 9.475555459524150903e-01 9.446382359175394816e-01 9.411181276833677778e-01 9.368387038133711986e-01 9.315798404632027463e-01 9.250227610761245778e-01 9.166889271051279486e-01 9.058273644207246456e-01 8.911925609071292831e-01 8.705704691870009837e-01 8.396689815589837291e-01 7.892382672643803998e-01 6.967396036895872058e-01 4.995440272438300688e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.014365052857332361e-01 4.981761202501389096e-01 6.205444838089507753e-01 6.988671897845536440e-01 7.514203342818910336e-01 7.883724100207910590e-01 8.154279696706411285e-01 8.359055829236627932e-01 8.518222767361680603e-01 8.644578969633148757e-01 8.746568471069147144e-01 8.829955710025609861e-01 8.898792700343760576e-01 8.955999180924956171e-01 9.003722953518861205e-01 9.043570778733218685e-01 9.076760437451704133e-01 9.104223265145191535e-01 9.126674661943525724e-01 9.144663322969518449e-01 9.158605943130574412e-01 9.168811723709381356e-01 9.175499487396259202e-01 9.178809223817240293e-01 9.178809223817238072e-01 9.175499487396248099e-01 9.168811723709376915e-01 9.158605943130574412e-01 9.144663322969518449e-01 9.126674661943523503e-01 9.104223265145194866e-01 9.076760437451699692e-01 9.043570778733215354e-01 9.003722953518855654e-01 8.955999180924947289e-01 8.898792700343750584e-01 8.829955710025605420e-01 8.746568471069143813e-01 8.644578969633144316e-01 8.518222767361680603e-01 8.359055829236625712e-01 8.154279696706413505e-01 7.883724100207912810e-01 7.514203342818910336e-01 6.988671897845534220e-01 6.205444838089504422e-01 4.981761202501387431e-01 3.014365052857331251e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.080258736489636884e-01 3.739838882162843658e-01 4.958963579367297592e-01 5.838349594883892602e-01 6.478712681352182257e-01 6.954487752235030129e-01 7.316065213173861270e-01 7.596831581827133695e-01 7.819028659815697724e-01 7.997726235469734268e-01 8.143352166484120191e-01 8.263280391855849505e-01 8.362833551249071462e-01 8.445925610313044229e-01 8.515481556421011788e-01 8.573716945020306568e-01 8.622327666889855191e-01 8.662621021425110923e-01 8.695607604801361967e-01 8.722066469075817619e-01 8.742591632758323072e-01 8.757625252829099871e-01 8.767480972926519067e-01 8.772359766405759540e-01 8.772359766405760650e-01 8.767480972926516847e-01 8.757625252829099871e-01 8.742591632758326403e-01 8.722066469075820949e-01 8.695607604801363077e-01 8.662621021425107593e-01 8.622327666889848530e-01 8.573716945020298796e-01 8.515481556421004017e-01 8.445925610313038678e-01 8.362833551249062580e-01 8.263280391855840623e-01 8.143352166484116861e-01 7.997726235469730938e-01 7.819028659815698834e-01 7.596831581827132585e-01 7.316065213173863491e-01 6.954487752235035680e-01 6.478712681352184477e-01 5.838349594883894822e-01 4.958963579367298147e-01 3.739838882162843658e-01 2.080258736489636606e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.566831010938372071e-01 2.938372010293049952e-01 4.052221002332945798e-01 4.927050220970550787e-01 5.607810035470903731e-01 6.139449014206168620e-01 6.558661821926871083e-01 6.893176625082352293e-01 7.163334054604251211e-01 7.383945145945971511e-01 7.565833567541755400e-01 7.716980139664593175e-01 7.843335502483627097e-01 7.949388152657139717e-01 8.038560716831839592e-01 8.113487778037131726e-01 8.176212263662306912e-01 8.228325548864030559e-01 8.271068266760989163e-01 8.305403315774069206e-01 8.332068865997794838e-01 8.351616681922173768e-01 8.364439385074956546e-01 8.370789102473517040e-01 8.370789102473519261e-01 8.364439385074954325e-01 8.351616681922172658e-01 8.332068865997793727e-01 8.305403315774068096e-01 8.271068266760989163e-01 8.228325548864026118e-01 8.176212263662300250e-01 8.113487778037125064e-01 8.038560716831830710e-01 7.949388152657131945e-01 7.843335502483617105e-01 7.716980139664585403e-01 7.565833567541748739e-01 7.383945145945968180e-01 7.163334054604247880e-01 6.893176625082350073e-01 6.558661821926872193e-01 6.139449014206174171e-01 5.607810035470908172e-01 4.927050220970552452e-01 4.052221002332946354e-01 2.938372010293051617e-01 1.566831010938372626e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.248693296970801586e-01 2.394597145738042165e-01 3.384498198700887639e-01 4.209820251194460461e-01 4.886028225354714372e-01 5.436836447191875088e-01 5.885956435245097706e-01 6.253879041971142083e-01 6.557185787572982205e-01 6.808886726168148495e-01 7.019056818072328952e-01 7.195471096777140696e-01 7.344140166363699596e-01 7.469730781000051278e-01 7.575885380212078468e-01 7.665461186634073831e-01 7.740708060858205730e-01 7.803400643607715237e-01 7.854936597604497139e-01 7.896409661261672985e-01 7.928663833536612193e-01 7.952333223786844929e-01 7.967870782977611865e-01 7.975568155939839476e-01 7.975568155939839476e-01 7.967870782977614086e-01 7.952333223786844929e-01 7.928663833536614414e-01 7.896409661261669655e-01 7.854936597604492698e-01 7.803400643607707465e-01 7.740708060858199069e-01 7.665461186634064950e-01 7.575885380212069586e-01 7.469730781000039066e-01 7.344140166363692934e-01 7.195471096777135145e-01 7.019056818072327841e-01 6.808886726168148495e-01 6.557185787572983315e-01 6.253879041971144304e-01 5.885956435245102147e-01 5.436836447191877308e-01 4.886028225354718812e-01 4.209820251194464902e-01 3.384498198700891525e-01 2.394597145738043831e-01 1.248693296970802419e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.033345031206792525e-01 2.006825076987430456e-01 2.881354395538107127e-01 3.641704359751691822e-01 4.289646167561620982e-01 4.835912113961516323e-01 5.294448429890512564e-01 5.679197319984139458e-01 6.002643327548385921e-01 6.275359153081312424e-01 6.506035881802274545e-01 6.701707263007936621e-01 6.868023285193981531e-01 7.009509424767282892e-01 7.129788836382349171e-01 7.231763527428879401e-01 7.317758149528734712e-01 7.389632367104120858e-01 7.448867818787605621e-01 7.496634898131514513e-01 7.533843583100137131e-01 7.561181596710976338e-01 7.579142367108812062e-01 7.588044582368385083e-01 7.588044582368383972e-01 7.579142367108814282e-01 7.561181596710977448e-01 7.533843583100140462e-01 7.496634898131513403e-01 7.448867818787597850e-01 7.389632367104113086e-01 7.317758149528729161e-01 7.231763527428872740e-01 7.129788836382339179e-01 7.009509424767276231e-01 6.868023285193973759e-01 6.701707263007931070e-01 6.506035881802275656e-01 6.275359153081314645e-01 6.002643327548385921e-01 5.679197319984140568e-01 5.294448429890518115e-01 4.835912113961520209e-01 4.289646167561625423e-01 3.641704359751695153e-01 2.881354395538108792e-01 2.006825076987431566e-01 1.033345031206791831e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.778617508689380566e-02 1.718003735466777926e-01 2.492389946712418036e-01 3.185996624712579273e-01 3.794939971178564186e-01 4.322717411202054438e-01 4.776727850371298989e-01 5.165818480526519485e-01 5.498831049555111816e-01 5.783870676806444067e-01 6.028020293047521294e-01 6.237298788258346383e-01 6.416736286637008124e-01 6.570494796492749590e-01 6.701997013121148150e-01 6.814045937170353229e-01 6.908928642723726199e-01 6.988502856492433413e-01 7.054267412310279983e-01 7.107418529376646754e-01 7.148894004021445481e-01 7.179407212848107900e-01 7.199472506378272740e-01 7.209423224056501489e-01 7.209423224056501489e-01 7.199472506378273851e-01 7.179407212848107900e-01 7.148894004021446591e-01 7.107418529376646754e-01 7.054267412310276653e-01 6.988502856492428972e-01 6.908928642723720648e-01 6.814045937170346567e-01 6.701997013121142599e-01 6.570494796492746259e-01 6.416736286637002573e-01 6.237298788258340831e-01 6.028020293047520184e-01 5.783870676806446287e-01 5.498831049555114037e-01 5.165818480526519485e-01 4.776727850371302320e-01 4.322717411202058879e-01 3.794939971178568072e-01 3.185996624712582048e-01 2.492389946712419979e-01 1.718003735466778759e-01 8.778617508689379179e-02 0.000000000000000000e+00
0.000000000000000000e+00 7.600982368021808044e-02 1.494938167298324738e-01 2.184205031132205876e-01 2.814952221207642769e-01 3.381399681238001498e-01 3.883289709296843251e-01 4.323927079866108913e-01 4.708517702195529342e-01 5.042991713339100013e-01 5.333272211541837393e-01 5.584875825323023513e-01 5.802731310340919491e-01 5.991128276602952774e-01 6.153736461445564743e-01 6.293658482439141721e-01 6.413494565407661385e-01 6.515407627703386773e-01 6.601183003831605500e-01 6.672280444584436365e-01 6.729877803043350371e-01 6.774906690760889028e-01 6.808080744281740371e-01 6.829917221499673952e-01 6.840752583422843314e-01 6.840752583422845534e-01 6.829917221499673952e-01 6.808080744281737040e-01 6.774906690760886807e-01 6.729877803043347040e-01 6.672280444584433035e-01 6.601183003831602170e-01 6.515407627703382332e-01 6.413494565407655834e-01 6.293658482439135060e-01 6.153736461445559192e-01 5.991128276602948333e-01 5.802731310340916160e-01 5.584875825323020182e-01 5.333272211541836283e-01 5.042991713339100013e-01 4.708517702195529897e-01 4.323927079866110579e-01 3.883289709296846581e-01 3.381399681238003718e-01 2.814952221207646099e-01 2.184205031132207542e-01 1.494938167298325293e-01 7.600982368021809432e-02 0.000000000000000000e+00
0.000000000000000000e+00 6.675930290414602841e-02 1.317445665792135179e-01 1.934539789310437685e-01 2.508207547747787203e-01 3.032416823268958561e-01 3.505114664881210373e-01 3.927173057600759631e-01 4.301333535050387291e-01 4.631345890063917614e-01 4.921350630698782536e-01 5.175479486361811432e-01 5.397622351179358624e-01 5.591309047988322067e-01 5.759664290247417107e-01 5.905405889782188167e-01 6.030866214317763818e-01 6.138024298850556226e-01 6.228541086546165451e-01 6.303793559152511827e-01 6.364905547451429335e-01 6.412774211697019888e-01 6.448091852018289494e-01 6.471363051915839382e-01 6.482917304712354500e-01 6.482917304712356721e-01 6.471363051915839382e-01 6.448091852018286163e-01 6.412774211697015447e-01 6.364905547451426004e-01 6.303793559152507386e-01 6.228541086546161010e-01 6.138024298850549565e-01 6.030866214317759377e-01 5.905405889782182616e-01 5.759664290247409335e-01 5.591309047988319847e-01 5.397622351179355293e-01 5.175479486361806991e-01 4.921350630698780870e-01 4.631345890063917059e-01 4.301333535050387291e-01 3.927173057600761297e-01 3.505114664881210929e-01 3.032416823268959116e-01 2.508207547747788868e-01 1.934539789310438795e-01 1.317445665792136011e-01 6.675930290414604229e-02 0.000000000000000000e+00
